OBJECTID,advisorySpeed,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,lat,lng
325037,,0,0,0,1,0,West,2004/2005,OLD NORTH ROAD,TAYLOR ROAD,,Non-Injury Crash,No,2005,0,West,0,0,1,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Mist or Fog,Null,-36.7131379871109,174.485566091011
325117,,0,,1,1,,South,2005/2006,LAKE ROAD,ANZAC ST,,Non-Injury Crash,No,2005,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.7873744332013,174.770804148258
325197,,0,,0,1,,Null,2004/2005,REDWOOD ST,GLENDALE PLACE,,Non-Injury Crash,No,2005,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Marlborough Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Marlborough District,Nil,,,,,0,0,Urban,1,,,Fine,Null,-41.5346790113942,173.962002401822
325277,,0,,0,1,,West,2004/2005,STATION ROAD,HUIA ROAD,,Non-Injury Crash,No,2005,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null,-36.9447754587447,174.836674167931
325357,,0,,0,2,,Null,2005/2006,MASTERS AVENUE,MANSEL AVENUE,,Non-Injury Crash,No,2005,,West,,0,,Hill Road,,,,,,Dark,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Hamilton City,Stop,,,,,0,0,Urban,0,,,Light rain,Null,-37.7973433518564,175.318386495075
325437,,0,,0,1,,North,2005/2006,FORTIFICATION ROAD,NEVAY ROAD,,Non-Injury Crash,No,2005,,South,,0,,Hill Road,,,,,,Twilight,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Wellington City,Nil,,,,,0,0,Urban,1,,,Fine,Null,-41.2978503685587,174.832122484445
325517,,0,0,0,1,0,North,2005/2006,WISE ST,CASTLEREA ST,,Non-Injury Crash,No,2005,0,North,0,0,0,Flat,0,,0,,0,Twilight,0,0,0,2,0,0,0,0,1,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Lower Hutt City,Nil,0,0,0,0,1,0,Urban,0,0,0,Fine,Null,-41.249000306436,174.950758700506
325597,,0,,0,2,,Null,2004/2005,RICHMOND ROAD,SACKVILLE ST W,,Non-Injury Crash,No,2005,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8576266917574,174.730339313628
325677,,0,0,0,1,0,North,2004/2005,PAEKAKARIKI HILL ROAD,FURZE HILL,,Non-Injury Crash,No,2005,0,South,0,0,0,Hill Road,1,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Porirua City,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-41.0382111344202,174.938500281537
325757,,0,,0,0,,South,2005/2006,CHARLES WALTON ROAD,SH 14,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Bright sun,1,0,1,2,,,0,,,,,,Northland Region,Nil,2-way,Unsealed,,0,0,,100,,Null,0,0,,Whangarei District,Unknown,,,,,0,0,Open,0,,,Fine,Null,-35.7708202440525,174.193132964096
325837,,1,,0,1,,South,2005/2006,DYERS PASS ROAD,SUMMIT ROAD,,Serious Crash,No,2005,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,70,,Null,0,0,,Christchurch City,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-43.6193494738073,172.652190330121
325917,,0,0,0,1,0,Null,2006/2007,DALMENY CLOSE,EAST COAST ROAD,,Minor Crash,No,2006,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,1,0,0,1,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,50,0,Null,0,0,,Auckland,Give way,0,1,0,1,0,0,Urban,0,0,0,Fine,Null,-36.7362738027442,174.737365335437
325997,,0,,0,0,,South,2005/2006,SH 2,ARGYLL ROAD,,Minor Crash,Yes,2006,,South,,0,,Hill Road,,,,,,Bright sun,1,0,0,3,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,Central Hawke's Bay District,Nil,,,,,0,0,Open,2,,,Fine,Null,-39.9055181690986,176.606160719124
326077,,0,,0,1,,West,2004/2005,SH 56,RESERVE ROAD,,Non-Injury Crash,Yes,2005,,West,,0,,Flat,,,,,,Dark,0,0,1,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,70,,On,0,0,,Palmerston North City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-40.384654087326,175.540828721988
326157,,0,0,0,1,0,North,2005/2006,SH 49,OLD STATION ROAD,,Non-Injury Crash,Yes,2005,0,South,0,0,1,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Ruapehu District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-39.3942549877885,175.374108828455
326237,45,0,0,0,2,1,South,2006/2007,SH 54,SANDON BLOCK ROAD,,Minor Crash,Yes,2006,0,North,0,0,0,Hill Road,0,,0,,0,Bright sun,1,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Manawatu District,Nil,0,0,0,1,0,0,Open,0,0,0,Fine,Null,-39.9485740402521,175.648664249723
326317,,0,0,0,1,0,Null,2005/2006,SH 1N,PAREMATA LINK NTH,,Minor Crash,Yes,2006,0,North,0,0,0,Flat,0,Queens Birthday,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Porirua City,Give way,0,1,0,0,0,0,Urban,0,0,0,Heavy rain,Strong wind,-41.1055075366062,174.868063165935
326397,,0,0,0,1,1,East,2005/2006,SH 5,WAIOHOTU ROAD,,Fatal Crash,Yes,2005,0,West,0,1,0,Hill Road,0,Christmas New Year,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,0,0,,South Waikato District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-38.0315920025616,175.991021627374
326477,,0,,0,1,,West,2005/2006,WIROA ROAD,WAIMATE NORTH ROAD,,Minor Crash,No,2006,,East,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Far North District,Nil,,,,,0,0,Open,1,,,Fine,Null,-35.2642834963098,173.897617778196
326557,,0,0,0,1,0,South,2004/2005,MORRINSVILLE TAHUNA ROAD,PAEROA TAHUNA ROAD,,Non-Injury Crash,No,2005,0,South,1,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Matamata-Piako District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-37.5331569469328,175.500048972742
326637,,0,,0,1,,Null,2004/2005,MANUKA ROAD,ELLIOTT AVENUE,,Non-Injury Crash,No,2005,,East,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,1,,,Fine,Null,-36.7745036743964,174.717914110116
326717,,0,,0,1,,South,2006/2007,ADELAIDE ROAD,LUXFORD ST,,Serious Crash,No,2006,,North,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,1,,,Wellington Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,Wellington City,Nil,,,,,0,0,Urban,0,,,Light rain,Null,-41.3203044594701,174.77528320503
326797,,0,0,0,2,0,North,2005/2006,SH 1S,ARTHUR ST,,Non-Injury Crash,Yes,2005,0,North,0,0,1,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Timaru District,Stop,0,0,0,0,0,0,Urban,0,0,0,Mist or Fog,Null,-44.3983592761518,171.248568863728
326877,,0,0,0,1,0,Null,2005/2006,BUCKLAND ROAD,CHEVIOT ST,,Non-Injury Crash,No,2005,0,North,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,1,0,,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.9721719502067,174.832243798181
326957,,0,0,0,2,0,Null,2006/2007,MANUKAU ROAD,BRACKEN AVENUE,,Minor Crash,No,2006,0,North,0,0,0,Flat,0,,0,,1,Overcast,3,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,1,,Auckland,Give way,0,1,0,0,0,0,Urban,0,0,0,Fine,Null,-36.8823644679505,174.775823288817
327037,,0,0,0,1,0,North,2005/2006,FITZWILLIAM DRIVE,GLENVAR CLOSE,,Minor Crash,No,2006,0,West,0,0,0,Flat,0,,0,,0,Dark,1,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-36.6995776093219,174.723834156345
327117,,0,,0,1,,South,2004/2005,SH 10,TAKOU BAY ROAD,,Non-Injury Crash,Yes,2005,,South,,0,,Hill Road,,Christmas New Year,,,,Overcast,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Far North District,Nil,,,,,0,0,Open,0,,,Fine,Null,-35.1371682670759,173.879974826059
327197,,0,0,0,1,0,West,2005/2006,CAMP ST,CHURCH ST,,Non-Injury Crash,No,2005,0,West,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Otago Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Queenstown-Lakes District,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-45.0320883549664,168.662225494313
327277,,0,,0,2,,Null,2004/2005,RED BEACH ROAD,WHANGAPARAOA ROAD,,Non-Injury Crash,No,2005,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.6110090950199,174.70183541275
327357,,0,0,0,1,0,South,2006/2007,BUCKLAND ROAD,GEORGE CRESCENT S,,Minor Crash,No,2006,0,South,0,0,0,Flat,0,,0,,0,Overcast,3,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null,-37.231029298797,174.923489401399
327437,,0,,0,2,,Null,2004/2005,PORTAGE ROAD,ASTLEY AVENUE,,Non-Injury Crash,No,2005,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-36.9104934772393,174.68944140497
327517,,0,0,0,1,0,Null,2005/2006,MILAN ROAD,TUTERE ROAD,,Non-Injury Crash,No,2005,0,South,0,0,0,Flat,0,,1,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null,-36.9891553197371,174.848931829748
327597,,0,,0,1,,South,2004/2005,WAIWHETU ROAD,MANDERSON GROVE,,Non-Injury Crash,No,2005,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,Lower Hutt City,Nil,,,,,0,0,Urban,1,,,Fine,Null,-41.2087871972134,174.933974503836
327677,,1,,0,1,,Null,2006/2007,QUEEN ST WEST,SALISBURY ST,,Serious Crash,No,2006,,East,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,Horowhenua District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-40.6206897674754,175.283955473758
327757,,0,,0,2,,South,2005/2006,EAST COAST ROAD,SPUR ROAD,,Non-Injury Crash,No,2006,,South,,0,,Hill Road,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null,-36.6411834780108,174.669636918942
327837,,0,,1,1,,Null,2006/2007,CLYDE ST,OLD FARM ROAD,,Minor Crash,No,2007,,West,,0,,Flat,,,,,,Dark,1,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Hamilton City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-37.7899476054562,175.302178469669
327917,,0,0,0,0,0,North,2006/2007,PALOMINO DRIVE,TIROHUNGA DRIVE,,Non-Injury Crash,No,2006,0,South,0,0,1,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,1,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.8866119379968,174.613936058806
327997,,0,,0,1,,Null,2006/2007,SH 26,SH 25A,,Non-Injury Crash,Yes,2006,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,70,,Null,1,0,,Thames-Coromandel District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-37.1903356382198,175.575823068975
328077,,0,0,0,1,0,South,2004/2005,CHARLES ST,GARDINER ST,,Non-Injury Crash,No,2005,0,North,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Napier City,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-39.4759966947523,176.880445865408
328157,,0,0,0,2,0,East,2006/2007,TAIKATA ROAD,EDGERTON ROAD,,Minor Crash,No,2006,0,East,0,0,0,Flat,0,,0,,0,Overcast,1,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null,-36.8398695708379,174.64206519138
328237,,0,,0,4,,South,2005/2006,SH 1N,NEWMARKET VDT,,Minor Crash,Yes,2006,,North,,0,,Flat,,,,,,Overcast,3,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,80,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Light rain,Null,-36.8744974166296,174.77872633032
328317,,0,,0,2,,North,2005/2006,LINCOLN ROAD,SEL PEACOCK DRIVE,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Dark,1,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.8732804786585,174.627836433338
328397,,0,,0,2,,Null,2006/2007,AVONSIDE DRIVE,LINWOOD AVENUE,,Non-Injury Crash,No,2006,,East,,0,,Flat,,,,,,Overcast,0,0,0,4,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-43.5252083998991,172.660379177397
328477,,0,,0,1,,Null,2006/2007,CARLTON GORE ROAD,GEORGE ST,,Non-Injury Crash,No,2006,,East,,0,,Hill Road,,,,,,Overcast,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8646731989606,174.773876862173
328557,,0,,0,2,,Null,2005/2006,SHAKESPEARE ROAD,TAHAROTO ROAD,,Minor Crash,No,2006,,West,,0,,Flat,,,,,,Bright sun,1,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-36.7827878747542,174.753072073161
328637,,0,,0,2,,Null,2006/2007,SH 2A,MAUNGATAPU ROAD,,Non-Injury Crash,Yes,2006,,South,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,1-way,Sealed,,0,0,,50,,On,0,0,,Tauranga City,Give way,,,,,0,0,Urban,0,,,Light rain,Null,-37.7240154763973,176.170845516513
328717,,0,,0,0,,Null,2005/2006,SUNKIST BAY ROAD,BEACHLANDS ROAD,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Dark,0,0,0,1,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,None,1,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null,-36.8856768976766,174.994755549814
328797,,0,,0,1,,Null,2006/2007,ABBOT ST,MUIR ST,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Whanganui District,Give way,,,,,0,0,Urban,1,,,Fine,Null,-39.9432865160281,175.023001979828
328877,,0,,0,2,,North,2006/2007,RICHARDSON ROAD,MAY ROAD,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Bright sun,1,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.9147244064315,174.729888791036
328957,,0,,0,2,,Null,2005/2006,SH 1S,AYLESBURY ROAD,,Non-Injury Crash,Yes,2006,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,Selwyn District,Stop,,,,,0,0,Open,0,,,Fine,Null,-43.615329998789,172.314639486888
329037,,0,0,0,1,0,East,2006/2007,KAHIKATEA DRIVE,HIGGINS ROAD,,Non-Injury Crash,No,2006,0,West,0,0,0,Flat,0,,1,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,1,0,,Hamilton City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.8044756164114,175.256472658655
329117,,0,,0,2,,Null,2006/2007,BURNESS ROAD,JERVOIS ROAD,,Non-Injury Crash,No,2006,,West,,0,,Flat,,Christmas New Year,,,,Bright sun,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Napier City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-39.5325592235903,176.866651217095
329197,,0,,0,2,,Null,2005/2006,CRANFORD ST,BERWICK ST,,Non-Injury Crash,No,2006,,South,,0,,Flat,,,,,,Dark,0,0,0,3,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Snow,Null,-43.5087167976314,172.638265320036
329277,,0,,0,1,,South,2005/2006,ST JAMES AVENUE,DALRIADA ST,,Minor Crash,No,2006,,South,,0,,Flat,,,,,,Bright sun,1,0,0,1,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Nil,,,,,0,0,Urban,1,,,Fine,Null,-43.4996804663764,172.604130328854
329357,,0,0,0,1,0,North,2005/2006,ROCKDALE ROAD,BEACONSFIELD ROAD,,Non-Injury Crash,No,2006,0,North,0,0,1,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,80,0,None,0,0,,Timaru District,Unknown,0,0,0,0,0,0,Open,0,0,0,Mist or Fog,Frost,-44.4150186900182,171.231906030858
329437,,0,,0,2,,Null,2004/2005,KAREPA ST,APUKA ST,,Non-Injury Crash,No,2005,,North,,0,,Hill Road,,,,,,Twilight,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Wellington City,Nil,,,,,0,0,Urban,0,,,Light rain,Null,-41.3016703375034,174.759333659568
329517,,0,,0,1,,South,2005/2006,Z CPK SHORE CITY SC,ANZAC ST,,Non-Injury Crash,No,2006,,South,,0,,Flat,,Easter,,,,Overcast,0,0,0,0,,,0,,,,,,Auckland Region,Nil,Off road,Sealed,,0,0,,50,,Off,1,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.7879193833566,174.769315034597
329597,,0,,0,2,,South,2005/2006,WHARF ST,ROBERTS ST,,Non-Injury Crash,No,2006,,North,,0,,Flat,,,,,,Bright sun,0,0,0,4,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,60,,Null,0,0,,Dunedin City,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-45.8836151879291,170.504838553705
329677,,0,,1,1,,Null,2006/2007,KHYBER PASS ROAD,PARK ROAD,,Non-Injury Crash,No,2006,,East,,0,,Hill Road,,,,,,Overcast,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.8660303716075,174.770509249903
329757,,0,0,0,2,0,Null,2004/2005,SH 1N RUGBY,DUFFERIN ST,,Non-Injury Crash,Yes,2005,0,South,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Wellington Region,Nil,1-way,Sealed,0,0,0,0,50,0,On,0,0,,Wellington City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-41.3014140227466,174.780683046368
329837,,0,,0,2,,South,2004/2005,MOOREFIELD ROAD,JOHNSONVILLE ROAD,,Non-Injury Crash,No,2005,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Wellington City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.2218073115151,174.806735027788
329917,,0,0,0,0,0,East,2007/2008,SH 63,HIGGINS ROAD,,Minor Crash,Yes,2007,0,East,0,0,0,Hill Road,0,,0,,0,Overcast,1,0,0,2,0,0,0,1,0,,0,0,Tasman Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Tasman District,Nil,0,0,0,0,1,0,Open,0,0,0,Fine,Null,-41.7031418453108,172.666448238739
329997,,0,,0,3,,South,2006/2007,SH 1N,ONEWA OBR,,Non-Injury Crash,Yes,2006,,South,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,80,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Light rain,Null,-36.8155620180309,174.751173728271
330077,,0,0,0,1,0,Null,2005/2006,SEAVIEW ROAD,RESERVE ROAD,,Non-Injury Crash,No,2006,0,South,0,0,0,Flat,0,Queens Birthday,0,,0,Dark,0,0,0,2,0,0,0,0,0,,1,0,Marlborough Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Marlborough District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-41.6489746887642,174.130754184143
330157,,0,,0,1,,East,2006/2007,PIPIWAI ROAD,DIP ROAD,,Non-Injury Crash,No,2006,,South,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,1,0,,Whangarei District,Nil,,,,,0,0,Open,0,,,Fine,Null,-35.6768181597661,174.281256114722
330237,,0,,0,1,,Null,2005/2006,ST LUKES ROAD,TAYLORS ROAD,,Non-Injury Crash,No,2006,,West,,0,,Flat,,,,,,Overcast,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-36.8807564718043,174.730255298641
330317,,0,,0,2,,Null,2005/2006,SH 1N,OTAHUHU ON SBD,,Non-Injury Crash,Yes,2006,,South,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Auckland Region,Motorway ramp,1-way,Sealed,,0,0,,100,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null,-36.9411155894543,174.854103051932
330397,,0,,0,2,,Null,2005/2006,QUEENS DRIVE,WOBURN ROAD,,Non-Injury Crash,No,2005,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Lower Hutt City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.2129056423229,174.899767153014
330477,,0,0,0,1,0,North,2005/2006,EASTERN DRAIN ROAD,HILL ROAD,,Non-Injury Crash,No,2006,0,North,1,0,0,Flat,0,,0,,0,Dark,0,0,0,1,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Waikato District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-37.2621628991997,174.821273157881
330557,,0,,0,1,,Null,2005/2006,SH 2,ELIZABETH ST,,Non-Injury Crash,Yes,2006,,South,,0,,Flat,,,,,,Twilight,0,0,1,4,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,80,,On,0,0,,Tauranga City,Give way,,,,,0,0,Open,0,,,Fine,Null,-37.686665001318,176.16230328283
330637,,0,,1,0,,North,2006/2007,PONSONBY ROAD,PONSONBY TERRACE,,Minor Crash,No,2007,,North,,0,,Flat,,,,,,Bright sun,1,0,0,4,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8495825041513,174.744188497227
